Id_bien,id_codedep_codecommune,No voie,B/T/Q,Type_voie,Voie,Code_postal,Code_ID_commune,Prefixe_section,Section,No_plan,Lot,Surface_carrez,Type local,Surface_reelle_bati,Nb_piece_principale,Nature_culture,Nature_culture_speciale,Surface_terrain
AP110_91589_1,91589,239,,AV,ROBERT LEUTHREAU,91600,2848,,AP,110,1,90,Maison,45,2,,,
AD97_92004_7,92004,4,,RUE,BERNARD JUGAULT,92600,2948,,AD,97,7,"67,23",Appartement,66,4,,,
AH2_92004_2,92004,26,,RUE,DES BOURGUIGNONS,92600,2948,,AH,2,2,"40,69",Appartement,40,3,,,
U39_92004_24,92004,12,,RUE,DU R P CH GILBERT,92600,2948,,U,39,24,"54,2",Appartement,54,2,,,
C110_92009_11,92009,1,,RUE,CLAUDE MIVIERE,92270,2946,,C,110,11,"52,47",Appartement,52,3,,,
AK285_92012_102,92012,6,,IMP,BELLEVUE,92100,2955,,AK,285,102,"65,62",Appartement,56,1,,,
AM1_92012_4,92012,197,,RUE,GALLIENI,92100,2955,,AM,1,4,"87,15",Appartement,88,4,,,
BD84_92012_4,92012,19,,ALL,ROBERT DOISNEAU,92100,2955,,BD,84,4,"23,8",Appartement,23,1,,,
F13_92012_31,92012,11,,RUE,SAINT DENIS,92100,2955,,F,13,31,"31,2",Appartement,29,2,,,
K43_92012_13,92012,11,,RUE,FESSART,92100,2955,,K,43,13,"78,02",Appartement,119,4,,,
D14_92014_108,92014,36,,RUE,PAUL HENRY THILLOY,92340,2966,,D,14,108,"76,85",Appartement,77,1,,,
AC383_92022_5,92022,1162,,AV,ROGER SALENGRO,92370,2964,,AC,383,5,"59,73",Appartement,50,3,,,
C261_92023_81,92023,85,,AV,HENRI BARBUSSE,92140,2970,,C,261,81,"40,8",Appartement,74,3,,,
BK237_92025_13,92025,273,,RUE,SAINT DENIS,92700,2950,,BK,237,13,"61,06",Appartement,62,3,,,
BS12_92025_260,92025,9,,RUE,PAUL BERT,92700,2950,,BS,12,260,"38,05",Appartement,35,2,,,
Z136_92025_6,92025,21,,RUE,VICTOR HUGO,92700,2950,,Z,136,6,"32,02",Appartement,32,2,,,
AU35_92026_12,92026,7,,RUE,DE LA SABLIERE,92400,2945,,AU,35,12,"94,32",Appartement,92,4,,,
AR43_92048_1021,92048,1,,SQ,DES COLONNES,92360,2959,,AR,43,1021,"61,97",Appartement,63,3,,,
CU16_92050_262,92050,6,,RUE,DE L'OUEST,92000,2944,,CU,16,262,"61,93",Appartement,61,3,,,
AR864_92063_2,92063,7,,RUE,DU GUE,92500,2942,,AR,864,2,"25,16",Appartement,25,1,,,
AR891_92063_904,92063,11,,RUE,DE LA BENARDE,92500,2942,,AR,891,904,"46,75",Appartement,46,2,,,
AS12_92063_1315,92063,12,,SQ,RONSARD,92500,2942,,AS,12,1315,"48,5",Appartement,47,2,,,
L77_92075_11,92075,7,,RUE,LOUIS BLANC,92170,2972,,L,77,11,"44,17",Appartement,43,2,,,
K182_93001_16,93001,55,,RUE,DU MOUTIER,93300,2989,,K,182,16,35,Appartement,35,2,,,
O5_93006_12,93006,77,,RUE,SADI CARNOT,93170,2981,,O,5,12,"30,45",Appartement,30,2,,,
J236_93010_1084,93010,4,,RUE,ARTHUR RIMBAUD,93140,2986,,J,236,1084,"70,56",Appartement,71,3,,,
BL110_93048_1,93048,24,,RUE,KLEBER,93100,3016,,BL,110,1,"102,46",Appartement,147,6,,,
U146_94016_24,94016,68,,RUE,DU COLONEL FABIEN,94230,3029,,U,146,24,"21,13",Appartement,21,1,,,
N50_94022_25,94022,18,,RUE,PAUL CARLE,94600,3033,,N,50,25,"41,57",Appartement,42,2,,,
V114_94033_18,94033,15,,RUE,DE TRUCY,94120,3064,,V,114,18,"29,07",Appartement,15,1,,,
AB238_94041_47,94041,3,,ALL,MULATRESSE SOLITUDE,94200,3028,,AB,238,47,"68,02",Appartement,67,3,,,
T139_94042_211,94042,4,,RUE,HALIFAX,94340,3022,,T,139,211,"73,81",Appartement,76,3,,,
D63_94052_201,94052,6,,RUE,ANQUETIL,94130,3060,,D,63,201,"50,08",Appartement,50,2,,,
BJ16_94068_13,94068,83,,AV,DU BAC,94210,3020,,BJ,16,13,"61,93",Appartement,62,3,,,
AV31_94071_11,94071,16,,RUE,DU MOUTIER,94370,3049,,AV,31,11,"34,2",Appartement,34,2,,,
X120_94076_1,94076,1,,RUE,PIERRE ET MARIE CURIE,94800,3031,,X,120,1,"39,39",Appartement,39,2,,,
AB168_94079_37,94079,7,,ALL,DE DERRIERE LES JARDINS,94350,3048,,AB,168,37,"84,23",Appartement,82,4,,,
H12_94080_89,94080,74,,RUE,DE LA JARRY,94300,3061,,H,12,89,"50,6",Appartement,50,3,,,
I56_94080_22,94080,27,,AV,PAUL DEROULEDE,94300,3061,,I,56,22,"25,14",Appartement,20,1,,,
AP734_95203_88,95203,4,,RUE,DE LA BRIQUETERIE,95600,3135,,AP,734,88,64,Appartement,63,3,,,
AO909_95218_225,95218,1,,RUE,DES CAPUCINES,95610,3069,,AO,909,225,"45,04",Appartement,46,2,,,
AT33_95218_3,95218,1,,RUE,DU PAPIER COUCHE,95610,3069,,AT,33,3,"56,86",Appartement,57,3,,,
AK772_95500_14,95500,20,,RUE,DES MARECHAUX,95300,3067,,AK,772,14,"77,71",Appartement,77,4,,,
BA28_95572_28,95572,76,,RUE,GEORGE SAND,95310,3070,,BA,28,28,"61,05",Appartement,61,3,,,
AS456_04209_7,04209,9003,,PL,DE L HORLOGE,4200,77,,AS,456,7,"105,71",Appartement,119,4,,,
AB754_14079_306,14079,17,,RUE,DE VERDUN,14910,374,,AB,754,306,"30,09",Appartement,30,2,,,
AR90_14754_287,14754,6412,,CHE,DE BOIS LURETTE,14640,370,,AR,90,287,"30,38",Appartement,30,2,,,
BV19_54395_23,54395,10,,RUE,FERRI III,54000,1512,,BV,19,23,"47,04",Appartement,46,2,,,
A138_74256_22,74256,29,,RTE,DE CUSIN,74700,2167,,A,138,22,"63,14",Appartement,62,3,,,
D695_77014_25,77014,5,,RUE,DU ROCHER,77210,2290,,D,695,25,"45,61",Appartement,49,2,,,
XY121_80021_314,80021,12,,RUE,MARTIN BLEU DIEU,80000,2535,,XY,121,314,"34,99",Appartement,35,1,,,
CR308_82112_100,82112,7,,AV,DU DOCTEUR ROUANET,82200,2565,,CR,308,100,"67,19",Appartement,67,4,,,
AN261_91223_2,91223,9,,RUE,DE LA JUIVERIE,91150,2885,,AN,261,2,"31,49",Appartement,36,1,,,
AE51_01160_1,01160,1,,RUE,DE GEX,1210,13,,AE,51,1,"82,59",Appartement,75,3,,,
C2307_01288_11,01288,140,,RUE,DE L'ABBE JOLIVET,1630,3,,C,2307,11,"109,22",Maison,109,5,,,
AE221_04070_3,04070,1,,RUE,DES MONGES,4000,81,,AE,221,3,"144,6",Appartement,120,4,,,
BT168_06029_16,06029,3,,RUE,NOTRE-DAME,6400,209,,BT,168,16,"31,21",Appartement,32,2,,,
AE67_06032_93,06032,56,,AV,DU TROIS SEPTEMBRE,6320,170,,AE,67,93,"24,58",Appartement,24,1,,,
AR52_06079_808,06079,114,,AV,GASTON DE FONTMICHEL,6210,211,,AR,52,808,"36,6",Appartement,36,2,,,
BI366_06083_118,06083,55,,AV,DE SOSPEL,6500,149,,BI,366,118,29,Appartement,29,1,,,
BL343_06083_116,06083,649,,PROM,DU SOLEIL,6500,149,,BL,343,116,"54,34",Appartement,57,2,,,
KY138_06088_27,06088,17,,RUE,GOUNOD,6000,142,,KY,138,27,"32,83",Appartement,33,2,,,
LE363_06088_177,06088,4,,BD,CIMIEZ,6000,142,,LE,363,177,"133,44",Appartement,144,4,,,
AT120_10325_2,10325,,,,LES FEUILLATES,10430,277,,AT,120,2,"63,58",Appartement,63,3,,,
AP467_10343_10,10343,17,D,RUE,DE LA COOPERATIVE,10800,279,,AP,467,10,"50,75",Appartement,50,3,,,
AC964_10362_30,10362,146,,AV,GEN GALLIENI,10300,276,,AC,964,30,"47,88",Appartement,48,2,,,
AD321_10362_1,10362,2,,RUE,NVE DE LA REPUBLIQUE,10300,276,,AD,321,1,"68,03",Appartement,66,3,,,
AT23_11170_8,11170,1,,RES,GRUISSAN PORT,11430,300,,AT,23,8,"23,89",Appartement,25,3,,,
AY18_11170_316,11170,156,,PL,DE LA BONANCE,11430,300,,AY,18,316,"22,15",Appartement,28,2,,,
AE373_13005_127,13005,2,,RUE,DE LA BIBLIOTHEQUE,13400,326,,AE,373,127,"82,72",Appartement,84,5,,,
CE31_13022_11,13022,26,,RUE,DOCT SEVERIN ICARD,13260,329,,CE,31,11,"36,8",Appartement,37,3,,,
AB88_13028_1,13028,3,,RUE,ANTOINE PIRRODI,13600,331,,AB,88,1,"29,29",Appartement,30,1,,,
BI298_13028_4,13028,432,,BD,DE LAVAUX,13600,331,,BI,298,4,"115,53",Appartement,114,4,,,
AE208_13101_2,13101,200,,CHEM,DU COULET,13119,336,,AE,208,2,"92,99",Maison,61,3,,,
822A177_13205_9,13205,294,,BD,CHAVE,13005,323,822,A,177,9,"64,45",Appartement,63,3,,,
829A184_13207_10,13207,62,,BD,BOMPARD,13007,322,829,A,184,10,"24,89",Appartement,40,3,,,
832B57_13207_437,13207,2,,RUE,CAPITAINE DESSEMOND,13007,322,832,B,57,437,"22,71",Appartement,22,1,,,
843N47_13208_31,13208,27,,RUE,ROCCA,13008,327,843,N,47,31,"85,37",Appartement,86,4,,,
849N94_13209_90,13209,1,,RES,LE LANCIER,13009,325,849,N,94,90,"31,28",Appartement,32,1,,,
855E236_13210_44,13210,68,,BD,MIREILLE LAUZE,13010,321,855,E,236,44,"112,09",Appartement,111,5,,,
AC488_14220_105,14220,6,,AV,ROGER DELIENCOURT,14800,371,,AC,488,105,"41,78",Appartement,43,2,,,
AD513_14754_129,14754,4,,AV,DE LA REPUBLIQUE,14640,370,,AD,513,129,"47,05",Appartement,46,2,,,
DY742_18033_158,18033,15,,RUE,JEAN JACQUES ROUSSEAU,18000,415,,DY,742,158,"77,87",Appartement,78,3,,,
DI124_19031_39,19031,5,,RUE,D ESPAGNAC,19100,425,,DI,124,39,"70,19",Appartement,71,3,,,
BE280_22278_5,22278,8,,PL,DU GUESCLIN,22000,431,,BE,280,5,"168,7",Appartement,123,4,,,
F1849_2A362_19,2A362,6113,,,SUVERA TORTA,20144,620,,F,1849,19,"32,16",Maison,32,2,,,
AV439_30106_4,30106,5495,,CHE,NEUF,30170,668,,AV,439,4,"82,11",Maison,84,4,,,
CY110_30189_123,30189,163,,RUE,DE BRUNSWICK,30000,666,,CY,110,123,"36,29",Appartement,40,1,,,
LC442_30189_123,30189,74,,IMP,DES LUPINS,30900,665,,LC,442,123,"65,24",Appartement,65,3,,,
AD314_31203_10,31203,4,,RUE,DEMOISELLES DE GASCOGNE,31270,773,,AD,314,10,"36,46",Appartement,38,2,,,
830AN233_31555_29,31555,10,,BD,PIERRE CURIE,31200,730,830,AN,233,29,"60,16",Appartement,65,3,,,
AH96_33039_86,33039,7,,RUE,ARISTIDE DE SOUSA-MENDES,33130,797,,AH,96,86,"56,67",Appartement,59,3,,,
AY120_33039_8,33039,422,,RTE,DE TOULOUSE,33130,797,,AY,120,8,"50,16",Appartement,50,2,,,
HB211_33063_3,33063,51,,RUE,DE PESSAC,33000,783,,HB,211,3,"26,39",Appartement,26,1,,,
AE260_33514_5,33514,12,,RUE,ANDRE LEROUX,33780,878,,AE,260,5,"35,8",Appartement,35,2,,,
AI525_33522_54,33522,16,,AV,VIEILLE TOUR,33400,800,,AI,525,54,"20,15",Appartement,19,1,,,
A797_33533_3,33533,6,B,RTE,DE LA GARONNE,33210,816,,A,797,3,"62,55",Appartement,65,2,,,
OM16_34003_90,34003,24,,ALL,DE LA FLANERIE,34300,947,,OM,16,90,"23,7",Appartement,23,1,,,
BR189_34079_36,34079,94,,RUE,FRANCOISE GIROUD,34800,908,,BR,189,36,"44,14",Appartement,43,2,,,
CR78_34157_10,34157,8,,AV,GAL DE GAULLE,34140,910,,CR,78,10,"59,19",Appartement,72,3,,,
AI145_34301_163,34301,,,RES,PORT VAUBAN,34200,901,,AI,145,163,"62,66",Appartement,71,3,,,
BE389_35210_29,35210,2,B,AV,CHARLES LE GOFFIC,35740,960,,BE,389,29,"56,15",Appartement,61,3,,,
AC504_35238_67,35238,2,,RUE,DUGUESCLIN,35000,965,,AC,504,67,"16,54",Appartement,17,1,,,
AO157_37261_13,37261,7,,RUE,JEAN LURCAT,37100,1037,,AO,157,13,"65,52",Appartement,66,3,,,
BM96_38185_45,38185,42,,CRS,JEAN JAURES,38000,1054,,BM,96,45,31,Appartement,31,2,,,
CX123_38185_35,38185,3,,AV,DE VALMY,38100,1055,,CX,123,35,"61,23",Appartement,62,3,,,
DM10_38185_17,38185,10,,RUE,ELISEE CHATIN,38100,1055,,DM,10,17,"76,75",Appartement,73,3,,,
AD637_38191_12,38191,5519,,RES,LES TERRASSES DE L ALPE I,38750,1097,,AD,637,12,"16,3",Appartement,17,1,,,
BE293_38421_22,38421,1,,RUE,FRANZ LISZT,38400,1056,,BE,293,22,"60,73",Appartement,61,4,,,
BH333_38421_31,38421,2,,RUE,SIMONE DE BEAUVOIR,38400,1056,,BH,333,31,"81,25",Appartement,81,4,,,
AH68_39526_1,39526,7,,PL,DE LA VICTOIRE,39500,1139,,AH,68,1,"97,41",Maison,101,5,,,
AE181_40088_13,40088,11,,RUE,DES SERRES,40100,1157,,AE,181,13,"85,32",Appartement,78,4,,,
AE304_40281_60,40281,220,,CHE,DE LAREIGNE,40280,1160,,AE,304,60,"45,94",Appartement,46,2,,,
BK311_40284_2,40284,9,T,AV,DE LA GARE,40230,1158,,BK,311,2,"53,22",Maison,50,3,,,
AD1807_40312_10,40312,1,,ALL,HELENE ET JACQUES SOLOMON,40220,1165,,AD,1807,10,"65,26",Appartement,65,3,,,
AI1718_40312_11,40312,3,,PL,ALEXANDRE VIRO,40220,1165,,AI,1718,11,"91,43",Appartement,90,4,,,
AA529_40317_26,40317,80,,RTE,DE L ETANG,40230,1159,,AA,529,26,"74,39",Maison,74,4,,,
AV281_42005_2,42005,33,,RUE,DU TREYVE,42160,1234,,AV,281,2,"90,2",Appartement,66,3,,,
AW3_42187_143,42187,85,B,RUE,JOANNY AUGE,42300,1248,,AW,3,143,"76,75",Appartement,77,3,,,
AX733_42187_13,42187,12,,RUE,BERCHOUX,42300,1248,,AX,733,13,"41,31",Appartement,42,2,,,
BT64_42187_346,42187,10,,RUE,DES ECOLIERS,42300,1248,,BT,64,346,"61,37",Appartement,59,2,,,
BE54_42332_61,42332,115,,RUE,DU MOULIN A VENT PROLONGE,42300,1250,,BE,54,61,"75,95",Appartement,70,4,,,
AX286_43157_35,43157,33,,RUE,ST GILLES,43000,1260,,AX,286,35,"36,98",Appartement,50,2,,,
AL89_44035_248,44035,29,,RUE,CHARLES NUNGESSER,44240,1285,,AL,89,248,"51,77",Maison,51,3,,,
TX16_44109_9,44109,2,,IMP,DE L HOTEL DIEU,44000,1277,,TX,16,9,"62,88",Maison,50,1,,,
AD701_44132_713,44132,44,,BD,OCEANIDES,44380,1325,,AD,701,713,"67,98",Appartement,68,2,,,
AI280_44198_52,44198,5,,RUE,LOUISE MICHEL,44840,1293,,AI,280,52,"53,25",Appartement,52,2,,,
BC416_45075_2,45075,28,,RUE,GUSTAVE EIFFEL,45380,1358,,BC,416,2,"60,7",Appartement,60,3,,,
AN623_45232_33,45232,481,,AV,DU LOIRET,45160,1357,,AN,623,33,"70,03",Appartement,68,4,,,
AO773_45234_8,45234,13,,RUE,DE GAUCOURT,45000,1356,,AO,773,8,"44,39",Appartement,45,2,,,
BI867_45284_869,45284,28,,RUE,DE LA HAUTE CROIX,45800,1355,,BI,867,869,"26,25",Appartement,26,1,,,
BK724_49007_38,49007,63,,RUE,DU PRE PIGEON,49100,1419,,BK,724,38,"71,08",Appartement,75,3,,,
CS534_49007_22,49007,99,,RUE,DE LA MADELEINE,49000,1418,,CS,534,22,"21,62",Appartement,20,1,,,
AB593_49099_814,49099,1,,,LE CARRE DES TOILES,49300,1435,,AB,593,814,"39,78",Appartement,40,2,,,
AK340_50147_2,50147,72,,RUE,SAINT PIERRE,50200,1462,,AK,340,2,"59,19",Appartement,59,2,,,
BE398_51108_8,51108,2,,RUE,DES AUGUSTINS,51000,1476,,BE,398,8,"31,79",Appartement,30,1,,,
BI845_51230_4,51230,1,,PL,CARNOT,51200,1482,,BI,845,4,"43,85",Appartement,44,2,,,
AD113_54263_16,54263,17,,RUE,DU BOUCAU,54310,1543,,AD,113,16,"58,53",Appartement,56,3,,,
ZS224_56023_80,56023,3,,IMP,DU RAIL,56400,1594,,ZS,224,80,"38,01",Appartement,38,2,,,
AI60_60342_59,60342,324,,RUE,DE LA REPUBLIQUE,60290,1714,,AI,60,59,"43,84",Appartement,44,2,,,
AE158_60513_2,60513,2,B,RUE,DES CLIGNETTES,60460,1737,,AE,158,2,"64,45",Appartement,80,4,,,
AO590_62893_820,62893,1,,RUE,SAINT EXUPERY,62930,1800,,AO,590,820,"87,68",Maison,82,4,,,
AR237_64102_37,64102,2,,ALL,DE LA GRAVIERE,64100,1852,,AR,237,37,"54,68",Appartement,54,2,,,
BZ199_69089_26,69089,9,B,CHE,DU LOUP,69340,1975,,BZ,199,26,"60,77",Appartement,61,3,,,
AB724_69176_2,69176,18,B,RUE,DU PERRON,69510,1956,,AB,724,2,"104,11",Maison,102,4,,,
AL234_69264_2,69264,437,,RUE,DE THIZY,69400,2007,,AL,234,2,"56,02",Appartement,57,3,,,
AO180_69381_54,69381,14,,RUE,IMBERT COLOMES,69001,1913,,AO,180,54,"28,17",Appartement,54,3,,,
BS31_69383_8,69383,6,,RUE,ROUX SOIGNAT,69003,1927,,BS,31,8,"49,13",Appartement,52,1,,,
AZ46_69384_41,69384,49,,RUE,EUGENE PONS,69004,1908,,AZ,46,41,"51,01",Appartement,52,2,,,
AT517_72181_21,72181,15,,PL,EDOUARD DE LA BOUSSINIERE,72000,2065,,AT,517,21,"20,92",Appartement,21,1,,,
AM413_73257_88,73257,5669,H,,IMM ARCELLE 1,73440,2087,,AM,413,88,"30,84",Appartement,27,2,,,
A3059_74236_245,74236,448,,AV,DU MONT PACCARD,74170,2166,,A,3059,245,"16,7",Appartement,25,2,,,
C2331_74311_27,74311,116,,RUE,DE L AUTOMNE,74250,2157,,C,2331,27,"47,17",Appartement,47,2,,,
AF99_75103_32,75103,7,,RUE,NOTRE DAME DE NAZARETH,75003,3195,,AF,99,32,"27,37",Appartement,26,2,,,
AI5_75103_35,75103,67,,RUE,DE BRETAGNE,75003,3195,,AI,5,35,"26,43",Appartement,11,1,,,
AF26_75104_37,75104,22,,RUE,DU TEMPLE,75004,3213,,AF,26,37,"34,6",Appartement,27,2,,,
AL100_75105_48,75105,9,,RUE,LARREY,75005,3200,,AL,100,48,"27,01",Appartement,26,1,,,
AU5_75106_17,75106,1,,RUE,HUYSMANS,75006,3198,,AU,5,17,"29,5",Appartement,29,1,,,
BF16_75106_30,75106,62,,RUE,SAINT PLACIDE,75006,3198,,BF,16,30,"110,09",Appartement,109,5,,,
BH72_75106_26,75106,66,,RUE,DE RENNES,75006,3198,,BH,72,26,"165,15",Appartement,163,5,,,
BJ59_75106_15,75106,45,,RUE,BONAPARTE,75006,3198,,BJ,59,15,"78,83",Appartement,79,3,,,
BM18_75106_17,75106,27,,RUE,DES SAINTS PERES,75006,3198,,BM,18,17,"48,96",Appartement,52,2,,,
AL44_75110_55,75110,139,,RUE,DU FBG SAINT DENIS,75010,3201,,AL,44,55,"36,47",Appartement,29,2,,,
AL5_75110_3,75110,32,,RUE,DES PETITS HOTELS,75010,3201,,AL,5,3,"49,6",Appartement,50,2,,,
BB57_75110_116,75110,25,,PAS,DUBAIL,75010,3201,,BB,57,116,"69,08",Appartement,71,3,,,
BK41_75110_8,75110,13,,BD,DE LA VILLETTE,75010,3201,,BK,41,8,"50,78",Appartement,48,3,,,
AM39_75111_19,75111,6,,RUE,DE NEMOURS,75011,3203,,AM,39,19,"18,21",Appartement,23,1,,,
BH18_75111_49,75111,15,,BD,RICHARD LENOIR,75011,3203,,BH,18,49,"130,65",Appartement,135,5,,,
BT29_75111_31,75111,4,,RUE,MAILLARD,75011,3203,,BT,29,31,"53,8",Appartement,53,3,,,
BT29_75111_32,75111,4,,RUE,MAILLARD,75011,3203,,BT,29,32,"31,48",Appartement,32,2,,,
CP16_75111_24,75111,9,,RUE,DES BOULETS,75011,3203,,CP,16,24,"26,98",Appartement,23,2,,,
CM38_75112_30,75112,11,,AV,DU BEL AIR,75012,3204,,CM,38,30,"64,38",Appartement,57,3,,,
EO18_75112_17,75112,16,,RUE,LACUEE,75012,3204,,EO,18,17,"48,65",Appartement,50,2,,,
DV51_75113_10,75113,120,,RUE,DU MOULIN DES PRES,75013,3205,,DV,51,10,"47,03",Appartement,51,2,,,
CL63_75114_5,75114,45,,RUE,BOULARD,75014,3206,,CL,63,5,"52,28",Appartement,31,3,,,
CU73_75114_2,75114,41,,RUE,JONQUOY,75014,3206,,CU,73,2,"77,97",Appartement,75,4,,,
CW8_75114_7,75114,12,,RUE,JONQUOY,75014,3206,,CW,8,7,"54,56",Appartement,50,3,,,
BF64_75115_6,75115,10,,RUE,FIRMIN GILLOT,75015,3207,,BF,64,6,"10,8",Appartement,12,1,,,
DG11_75115_32,75115,37,,RUE,FONDARY,75015,3207,,DG,11,32,"55,63",Appartement,62,3,,,
DV46_75116_5,75116,36,,AV,GEORGES MANDEL,75016,3208,,DV,46,5,"360,95",Appartement,357,8,,,
EC42_75116_77,75116,15,,RUE,DUFRENOY,75016,3208,,EC,42,77,"30,02",Appartement,27,1,,,
AK12_75117_23,75117,11,,RUE,DE L ARC DE TRIOMPHE,75017,3209,,AK,12,23,"50,22",Appartement,55,2,,,
CD40_75117_2,75117,132,,RUE,DE TOCQUEVILLE,75017,3209,,CD,40,2,"28,35",Appartement,14,1,,,
CJ27_75117_103,75117,32,,RUE,LEGENDRE,75017,3209,,CJ,27,103,"48,88",Appartement,50,3,,,
CK68_75117_11,75117,17,,RUE,DE CHEROY,75017,3209,,CK,68,11,"131,25",Appartement,135,7,,,
CO65_75117_12,75117,7,,RUE,NOLLET,75017,3209,,CO,65,12,"39,34",Appartement,42,3,,,
CP47_75117_12,75117,3,,RUE,BRIDAINE,75017,3209,,CP,47,12,"22,84",Appartement,22,1,,,
CS88_75117_23,75117,98,,RUE,NOLLET,75017,3209,,CS,88,23,"83,25",Appartement,80,4,,,
BT64_75118_119,75118,75,,RUE,DOUDEAUVILLE,75018,3210,,BT,64,119,"13,15",Appartement,11,1,,,
DX82_75120_187,75120,37,,RUE,DE LA PLAINE,75020,3211,,DX,82,187,"46,01",Appartement,48,2,,,
C2103_77061_17,77061,2,,SQ,BRUSSEAU,77130,2339,,C,2103,17,"39,6",Appartement,52,2,,,
AH824_77079_48,77079,24,,RUE,GRANDE,77430,2302,,AH,824,48,"45,45",Appartement,46,2,,,
ZI233_77118_115,77118,1,,RUE,DE BOURGOGNE,77410,2341,,ZI,233,115,"60,7",Appartement,60,3,,,
BI845_77284_12,77284,3,,PL,PAUL EMILE VICTOR,77100,2342,,BI,845,12,"55,2",Appartement,55,3,,,
BP56_77285_4250,77285,120,,ALL,DE PLEIN CIEL,77350,2259,,BP,56,4250,"100,8",Appartement,100,5,,,
AO63_77288_1,77288,41,,BD,DE L ALMONT,77000,2256,,AO,63,1,"25,45",Appartement,25,1,,,
ZA182_77307_238,77307,38,,RUE,DE LA CHARBONNIERE,77144,2350,,ZA,182,238,"40,35",Appartement,40,1,,,
A162_77419_13,77419,5929,B,CITE,DES GUETTES,77670,2311,,A,162,13,"99,42",Appartement,99,4,,,
AI142_77450_5,77450,17,,RUE,DE LA MARNE,77170,2254,,AI,142,5,"118,56",Maison,107,5,,,
AC21_77487_210,77487,4,,,RES LA FONTAINE SAINT MARC,77000,2258,,AC,21,210,"66,42",Appartement,67,3,,,
AI725_78146_133,78146,2,,QUAI,DE L AMIRAL MOUCHEZ,78400,2431,,AI,725,133,"75,16",Appartement,75,3,,,
AC29_78165_18,78165,1,,AV,MONTAIGNE,78340,2423,,AC,29,18,"56,83",Appartement,54,3,,,
AL516_78358_59,78358,57,,AV,DE SAINT GERMAIN,78600,2424,,AL,516,59,"27,01",Appartement,25,1,,,
AL516_78358_60,78358,57,,AV,DE SAINT GERMAIN,78600,2424,,AL,516,60,111,Appartement,112,5,,,
AD358_78372_4207,78372,26,,ALL,CLAUDE MONET,78160,2420,,AD,358,4207,"52,53",Appartement,53,2,,,
AH997_78382_6,78382,22,,RUE,DU GEN DE GAULLE,78780,2444,,AH,997,6,"55,03",Appartement,65,4,,,
AK563_78481_207,78481,2,,AV,P MARTIN LUTHER KING,78230,2445,,AK,563,207,"88,78",Appartement,91,5,,,
AX236_78586_3,78586,6,,AV,JEAN JAURES,78500,2425,,AX,236,3,"17,78",Appartement,20,1,,,
BE422_78646_1,78646,3,,RUE,REMONT,78000,2407,,BE,422,1,"98,99",Maison,110,5,,,
XZ75_80021_38,80021,23,,RUE,SAINT GERMAIN,80000,2535,,XZ,75,38,"19,97",Appartement,20,1,,,
AX2_80228_5,80228,77,,RUE,DE MAYOCQ,80550,2544,,AX,2,5,"87,02",Maison,85,4,,,
BN15_82121_20,82121,30,,RUE,DE LA COMEDIE,82000,2566,,BN,15,20,"48,4",Appartement,52,2,,,
AC513_83009_6,83009,183,,BD,DE PIERREPLANE,83150,2634,,AC,513,6,"25,29",Appartement,26,1,,,
CM82_83112_29,83112,22,,AV,DU PORT,83270,2639,,CM,82,29,"68,46",Appartement,70,3,,,
DV21_83137_2,83137,184,,AV,DU CARMEL,83200,2624,,DV,21,2,"57,68",Appartement,51,3,,,
BR17_84031_20,84031,57,,RUE,DU DOC PACCARD,84200,2657,,BR,17,20,"63,17",Appartement,79,3,,,
AO266_85164_51,85164,27,,BD,DE L'OCEAN,85690,2732,,AO,266,51,"52,9",Appartement,52,3,,,
DE160_87085_2107,87085,22,,RUE,PIERRE LEROUX,87000,2745,,DE,160,2107,"44,4",Appartement,44,2,,,
AK45_87161_5,87161,636,,,CITE DU DOCTEUR BARRIERE,87400,2748,,AK,45,5,"65,74",Appartement,56,3,,,
AH364_88160_102,88160,10,,RUE,MARIE MARVINGT,88000,2753,,AH,364,102,"61,74",Appartement,64,3,,,
AH44_88181_13,88181,15,,RUE,DES AULNES,88230,2773,,AH,44,13,"70,19",Appartement,49,3,,,
B509_91086_38,91086,4,D,RUE,CAROLINE RIER,91070,2817,,B,509,38,"66,05",Appartement,66,3,,,
AC196_91156_4,91156,2,,RUE,DES FRANCS BOURGEOIS,91630,2872,,AC,196,4,"89,43",Maison,89,5,,,
BK32_91174_8,91174,38,,BD,DE FONTAINEBLEAU,91100,2818,,BK,32,8,"71,64",Appartement,69,3,,,
AB242_91326_5,91326,69,,AV,DES FAUVETTES,91260,2850,,AB,242,5,"107,15",Maison,109,5,,,
AF246_92002_3,92002,34,,AV,FRANCOIS MOLE,92160,2971,,AF,246,3,"87,01",Appartement,96,4,,,
AC16_92004_10,92004,49,,AV,D ARGENTEUIL,92600,2948,,AC,16,10,"52,9",Appartement,53,3,,,
AG72_92004_1,92004,81,,RUE,DU BAC,92600,2948,,AG,72,1,"63,2",Appartement,60,3,,,
AV37_92004_36,92004,97,,RUE,DU CHATEAU,92600,2948,,AV,37,36,"122,8",Maison,75,5,,,
D117_92004_45,92004,21,,AV,DE LA REDOUTE,92600,2948,,D,117,45,"53,39",Appartement,52,2,,,
O115_92004_16,92004,10,,RUE,GEORGES GUYNEMER,92600,2948,,O,115,16,"25,5",Appartement,27,1,,,
