Id_bien,id_codedep_codecommune,No voie,B/T/Q,Type_voie,Voie,Code_postal,Code_ID_commune,Prefixe_section,Section,No_plan,Lot,Surface_carrez,Type local,Surface_reelle_bati,Nb_piece_principale,Nature_culture,Nature_culture_speciale,Surface_terrain
AD27_75103_11,75103,59,,RUE,AU MAIRE,75003,3195,,AD,27,11,"40,07",Appartement,39,2,,,
AE67_75103_8,75103,139,,RUE,DU TEMPLE,75003,3195,,AE,67,8,"32,86",Appartement,32,2,,,
AH89_75103_15,75103,11,,RUE,DE PICARDIE,75003,3195,,AH,89,15,"31,04",Appartement,33,2,,,
AH39_75104_15,75104,4,,RUE,AUBRIOT,75004,3213,,AH,39,15,"119,9",Appartement,130,4,,,
AD37_75105_1027,75105,28,,RUE,DES FOSSES ST BERNARD,75005,3200,,AD,37,1027,"28,29",Appartement,26,2,,,
AU40_75105_264,75105,5,,RUE,DE LA CLEF,75005,3200,,AU,40,264,"26,25",Appartement,25,1,,,
AK66_75106_12,75106,52,,RUE,MONSIEUR LE PRINCE,75006,3198,,AK,66,12,"46,82",Appartement,45,2,,,
AF29_75107_110,75107,4,,RUE,RECAMIER,75007,3199,,AF,29,110,"81,1",Appartement,80,4,,,
BZ19_75108_4,75108,14,,RUE,DE MOSCOU,75008,3197,,BZ,19,4,"136,28",Appartement,138,4,,,
AH12_75111_21,75111,15,,RUE,DESARGUES,75011,3203,,AH,12,21,"11,85",Appartement,11,1,,,
BY3_75111_136,75111,36,,RUE,KELLER,75011,3203,,BY,3,136,"70,76",Appartement,60,3,,,
BW20_75112_13,75112,36,,RUE,NICOLAI,75012,3204,,BW,20,13,"34,27",Appartement,30,2,,,
CT35_75112_1040,75112,25,B,RUE,ERARD,75012,3204,,CT,35,1040,"37,17",Appartement,37,2,,,
AM102_75114_51,75114,4,,RUE,FERMAT,75014,3206,,AM,102,51,"53,91",Appartement,54,2,,,
BK2_75115_1018,75115,313,,RUE,LECOURBE,75015,3207,,BK,2,1018,"53,48",Appartement,53,2,,,
EM9_75115_403,75115,127,,RUE,SAINT CHARLES,75015,3207,,EM,9,403,"13,75",Appartement,15,1,,,
FW12_75115_33,75115,8,,AV,EMILE ZOLA,75015,3207,,FW,12,33,"44,37",Appartement,44,2,,,
FX13_75115_74,75115,22,,AV,EMILE ZOLA,75015,3207,,FX,13,74,"70,55",Appartement,71,3,,,
CI122_75116_8091,75116,11,,RUE,JEAN BOLOGNE,75016,3208,,CI,122,8091,"84,43",Appartement,81,3,,,
AL43_75117_12,75117,4,,RUE,FOURCROY,75017,3209,,AL,43,12,"52,75",Appartement,52,3,,,
CP138_75117_13,75117,106,,RUE,LEGENDRE,75017,3209,,CP,138,13,"32,69",Appartement,31,2,,,
DK68_75117_36,75117,1,,RUE,JACQUEMONT,75017,3209,,DK,68,36,"42,12",Appartement,42,2,,,
AE15_75118_3,75118,65,,RUE,VAUVENARGUES,75018,3210,,AE,15,3,"82,62",Appartement,82,4,,,
BO192_75118_12,75118,48,,RUE,DES TROIS FRERES,75018,3210,,BO,192,12,"12,62",Appartement,12,1,,,
BV26_75118_47,75118,4,,RUE,BOINOD,75018,3210,,BV,26,47,"92,69",Appartement,86,5,,,
CT38_75119_20,75119,142,,AV,JEAN JAURES,75019,3212,,CT,38,20,"80,7",Appartement,82,4,,,
DY23_75119_25,75119,45,,RUE,DU PRE ST GERVAIS,75019,3212,,DY,23,25,"19,46",Appartement,18,1,,,
EV60_75119_33,75119,98,,AV,SIMON BOLIVAR,75019,3212,,EV,60,33,"39,07",Appartement,35,2,,,
AC12_75120_56,75120,80,,RUE,DE BELLEVILLE,75020,3211,,AC,12,56,"39,03",Appartement,36,3,,,
DR189_75120_125,75120,100,,BD,DE CHARONNE,75020,3211,,DR,189,125,"41,75",Appartement,40,2,,,
AB94_76164_4,76164,2,,RUE,DES BELLES FEMMES,76490,2247,,AB,94,4,"96,21",Appartement,95,3,,,
AB322_76217_2,76217,21,,RUE,DES MAILLOTS,76200,2222,,AB,322,2,"17,5",Appartement,42,2,,,
AP149_77053_6,77053,12,,PL,DES DEPORTES,77170,2260,,AP,149,6,"28,03",Appartement,29,1,,,
AB35_77067_29,77067,2,B,RUE,MAURICE CREUSET,77240,2276,,AB,35,29,"22,9",Appartement,19,1,,,
D1996_77240_1,77240,6,,RUE,SAINT PIERRE,77320,2320,,D,1996,1,"136,55",Appartement,79,3,,,
AT302_77288_18,77288,5,,RUE,DES CLOCHES,77000,2256,,AT,302,18,"45,59",Appartement,63,3,,,
BL114_77350_4,77350,6,,AV,DU MARECHAL GALLIENI,77330,2255,,BL,114,4,"54,53",Appartement,52,3,,,
AW271_77479_16,77479,52,B,AV,DES FUSILLES,77360,2362,,AW,271,16,"20,66",Appartement,18,1,,,
AD374_77514_62,77514,9,,PL,DE MEAUX,77270,2346,,AD,374,62,"59,58",Appartement,56,3,,,
AM367_77514_5,77514,12,,AV,DES ROSSIGNOLS,77270,2346,,AM,367,5,21,Appartement,21,1,,,
AM60_78123_1,78123,79,,RUE,DES ECOLES,78955,2453,,AM,60,1,"36,85",Appartement,38,2,,,
AC498_78146_225,78146,22,,AV,GAMBETTA,78400,2431,,AC,498,225,"39,31",Appartement,35,1,,,
AM160_78165_6,78165,54,,RUE,HENRI PROU,78340,2423,,AM,160,6,"23,08",Appartement,26,1,,,
AO4_78208_138,78208,3,,IMP,RAOUL DUFY,78990,2496,,AO,4,138,"81,8",Appartement,81,4,,,
AH19_78490_2129,78490,22,,RUE,DES EBISOIRES,78370,2422,,AH,19,2129,"45,36",Appartement,46,2,,,
B878_78562_1,78562,6,,GR,GRANDE RUE,78610,2501,,B,878,1,93,Maison,65,3,,,
AH78_78646_31,78646,6,,RUE,DE SATORY,78000,2407,,AH,78,31,"29,55",Appartement,20,1,,,
AK168_78672_67,78672,5,,ALL,DU CHATEAU DE MIGNEAUX,78670,2458,,AK,168,67,"57,53",Appartement,57,2,,,
BC192_80021_14,80021,4,,AV,LOUIS BLANC,80000,2535,,BC,192,14,"66,33",Appartement,65,3,,,
BD70_80021_2,80021,22,,BD,GARIBALDI,80000,2535,,BD,70,2,"29,84",Appartement,30,2,,,
HR26_80021_3630,80021,15,,RUE,PHILIPPE DE COMMYNES,80000,2535,,HR,26,3630,"124,96",Appartement,127,5,,,
BR147_81004_66,81004,10,,AV,PRESIDENT KENNEDY,81000,2559,,BR,147,66,"18,45",Appartement,18,1,,,
BL243_83061_640,83061,85,,RUE,D AURIASQUE,83600,2577,,BL,243,640,"72,78",Appartement,75,4,,,
AN1045_83126_2,83126,144,,,DOMERGUE,83500,2623,,AN,1045,2,"122,07",Maison,110,5,S,,1153
BN692_83137_2,83137,195,,IMP,TURRI,83100,2629,,BN,692,2,"91,43",Appartement,92,4,AG,IMM,207
CI202_83137_47,83137,60,,AV,MARCEL CASTIE,83000,2625,,CI,202,47,"23,1",Appartement,24,1,,,
BH453_83144_2,83144,77,,AV,DU CHAR VERDUN,83160,2627,,BH,453,2,"53,7",Appartement,50,3,,,
AC366_84081_48,84081,2,,RUE,PAUL PUAUX,84310,2664,,AC,366,48,"48,3",Appartement,48,2,,,
DS128_84129_119,84129,173,,AV,GEORGES BRAQUE,84700,2662,,DS,128,119,58,Appartement,56,3,,,
AB206_85012_3,85012,26,,RUE,DES PINS,85550,2734,,AB,206,3,"77,49",Appartement,73,2,,,
AE708_85234_1,85234,4,,IMP,DU PIGEONNIER,85160,2731,,AE,708,1,"64,87",Appartement,66,3,,,
BC137_85234_23,85234,3,,AV,DES OEILLETS,85160,2731,,BC,137,23,"38,52",Appartement,35,2,,,
AE471_85294_13,85294,13,,RES,LE HAMEAU DU PERTHUIS,85360,2722,,AE,471,13,"19,17",Maison,18,1,,,
AD789_88465_10,88465,1,B,RUE,GAMBETTA,88150,2757,,AD,789,10,85,Appartement,101,4,,,
AK271_91044_4,91044,7,,RUE,DU PERRAY,91160,2858,,AK,271,4,"64,26",Appartement,64,3,,,
AX16_91174_322,91174,16,,CHE,DE LA CAVIGNON,91100,2818,,AX,16,322,64,Appartement,62,3,,,
Z144_91175_22,91175,46,,RUE,DES MONTCEAUX,91410,2897,,Z,144,22,"19,36",Appartement,19,1,,,
AI123_91225_24,91225,1,,SQ,D ANTIN,91450,2822,,AI,123,24,"80,97",Appartement,81,4,,,
BC17_91228_18,91228,23,,RUE,DE L'ORGE,91000,2821,,BC,17,18,"65,4",Appartement,69,3,,,
AI428_91326_31,91326,6,,RUE,DE SEINE,91260,2850,,AI,428,31,"23,87",Appartement,23,1,,,
AC654_91345_24,91345,4,,RUE,MICHEL VINCENT,91160,2852,,AC,654,24,"72,39",Appartement,72,3,,,
L275_91432_3,91432,63,,AV,ARISTIDE BRIAND,91420,2854,,L,275,3,"27,71",Appartement,28,2,,,
AR172_91477_76,91477,21,,,DOM DE LA BUTTE A LA REINE,91120,2923,,AR,172,76,"51,35",Appartement,52,3,,,
AR26_91477_4,91477,180,,RUE,DE PARIS,91120,2923,,AR,26,4,"15,53",Appartement,16,1,,,
Y216_91477_85,91477,12,,RUE,PIERRE GILLES DE GENNES,91120,2923,,Y,216,85,"74,6",Appartement,76,4,,,
A1825_91525_32,91525,17,,RUE,DU PETIT CHATEAU,91410,2895,,A,1825,32,"20,06",Appartement,20,1,,,
AN313_91549_32,91549,53,,RUE,GEORGES MELIES,91700,2851,,AN,313,32,"54,75",Appartement,54,3,,,
AW120_91549_4,91549,286,,RTE,DE CORBEIL,91700,2851,,AW,120,4,48,Appartement,49,2,,,
AK575_91657_9,91657,1,,RUE,DE LA BENJAMINE,91270,2834,,AK,575,9,"66,96",Appartement,65,3,,,
AN103_91687_21,91687,18,,RUE,CARNOT,91170,2859,,AN,103,21,"21,62",Appartement,21,1,,,
AZ53_91687_94,91687,6,,RUE,BOUGAINVILLE,91170,2859,,AZ,53,94,"78,4",Appartement,76,4,,,
AE597_91691_25,91691,9001,,RES,DU PARC DE BEAUREGARD,91330,2825,,AE,597,25,"78,59",Appartement,78,4,,,
AU31_92004_22,92004,5,,RUE,DE L EGLISE,92600,2948,,AU,31,22,"62,82",Appartement,67,3,,,
L74_92004_17,92004,5,,RUE,EMILE ZOLA,92600,2948,,L,74,17,"18,48",Appartement,18,2,,,
Z4_92004_3,92004,82,,RUE,DU BAC,92600,2948,,Z,4,3,"37,01",Appartement,38,2,,,
AH153_92007_3,92007,9,,RUE,BLAISE PASCAL,92220,2976,,AH,153,3,"85,39",Appartement,85,4,,,
AB45_92012_33,92012,130,,RUE,D'AGUESSEAU,92100,2955,,AB,45,33,"32,61",Appartement,32,2,,,
AX8_92012_39,92012,43,,AV,GAL LECLERC,92100,2955,,AX,8,39,"20,05",Maison,22,1,,,
O81_92012_4,92012,78,,RTE,DE LA REINE,92100,2955,,O,81,4,"43,08",Appartement,40,3,,,
R193_92012_116,92012,98,,RUE,ESCUDIER,92100,2955,,R,193,116,"58,11",Appartement,58,3,,,
C227_92020_75,92020,43,,AV,DE PARIS,92320,2975,,C,227,75,"30,42",Appartement,30,1,,,
S33_92020_3,92020,4,,RUE,PIERRE BROSSOLETTE,92320,2975,,S,33,3,"26,93",Appartement,27,2,,,
AE449_92022_1056,92022,4,,ALL,DE LA FORET,92370,2964,,AE,449,1056,"28,3",Appartement,26,1,,,
AG292_92023_70,92023,9,,AV,JEAN BAPTISTE CLEMENT,92140,2970,,AG,292,70,"69,65",Appartement,69,2,,,
D68_92025_12,92025,5,,BD,PIERRE DE COUBERTIN,92700,2950,,D,68,12,"32,01",Appartement,29,2,,,
C324_92026_120,92026,5,,PROM,DES PINS,92400,2945,,C,324,120,"66,85",Appartement,66,3,,,
K70_92026_15,92026,8,,AV,MARCEAU,92400,2945,,K,70,15,"17,8",Appartement,19,1,,,
L12_92032_49,92032,8,,BD,DE LA REPUBLIQUE,92260,2969,,L,12,49,"72,62",Appartement,74,4,,,
I154_92040_39,92040,32,,AV,DU BAS MEUDON,92130,2967,,I,154,39,"24,89",Appartement,25,2,,,
J134_92040_109,92040,51,,AV,DU BAS MEUDON,92130,2967,,J,134,109,"65,95",Appartement,66,2,,,
O132_92044_13,92044,6,,RUE,PIERRE BROSSOLETTE,92300,2952,,O,132,13,"49,14",Appartement,49,3,,,
AD82_92048_3,92048,9,B,RUE,LUCIEN FEUCHOT,92190,2962,,AD,82,3,"53,01",Appartement,61,3,,,
AR3_92048_3089,92048,9,,AV,MAL LECLERC,92360,2959,,AR,3,3089,"55,68",Appartement,56,3,,,
Q318_92050_65,92050,336,,AV,DE LA REPUBLIQUE,92000,2944,,Q,318,65,"75,32",Appartement,77,4,,,
AB100_92051_5,92051,13,B,RUE,DE CHARTRES,92200,2954,,AB,100,5,"97,25",Appartement,100,5,,,
AN220_92063_112,92063,135,,RUE,FTTE N PHILIBERT,92500,2942,,AN,220,112,"94,89",Appartement,95,3,,,
AN504_92063_1,92063,232,,RUE,FTTE N PHILIBERT,92500,2942,,AN,504,1,"90,55",Appartement,85,4,,,
AE33_92064_139,92064,19,,RUE,DU CALVAIRE,92210,2958,,AE,33,139,"34,75",Appartement,21,1,,,
F91_92073_104,92073,33,,RUE,ROGER SALENGRO,92150,2943,,F,91,104,"77,21",Appartement,80,4,,,
BF66_93005_38,93005,2,,AV,JEANNE D ARC,93600,3006,,BF,66,38,"17,73",Appartement,24,1,,,
AI296_93048_28,93048,62,,RUE,DE ROSNY,93100,3016,,AI,296,28,"41,7",Appartement,42,2,,,
K54_93055_3,93055,7,,RUE,JACQUES COTTIN,93500,2987,,K,54,3,"29,03",Appartement,28,1,,,
AC388_93062_34,93062,34,,ALL,THIELLEMENT,93340,3014,,AC,388,34,"42,23",Appartement,42,2,,,
S275_93064_394,93064,15,,RUE,LUCIEN PIRON,93110,3017,,S,275,394,"68,11",Appartement,68,3,,,
X42_93070_18,93070,35,,AV,DU CAPITAINE GLARNER,93400,2988,,X,42,18,"20,22",Appartement,22,1,,,
D75_94002_5,94002,25,,RUE,DE SEINE,94140,3023,,D,75,5,33,Appartement,32,1,,,
S234_94011_209,94011,2,,MAIL,DE LA RESISTANCE,94380,3027,,S,234,209,"69,64",Appartement,70,4,,,
F35_94022_45,94022,3,B,RUE,L'INSURRECTION PARISIENNE,94600,3033,,F,35,45,"74,58",Appartement,75,4,,,
AH37_94028_148,94028,6,,ALL,DES ACACIAS,94000,3026,,AH,37,148,"56,92",Appartement,63,4,,,
AC136_94033_1,94033,29,,RUE,DENIS PAPIN,94120,3064,,AC,136,1,"22,69",Appartement,23,1,,,
D185_94037_1122,94037,17,,RUE,LAFOUGE,94250,3040,,D,185,1122,"19,12",Appartement,18,1,,,
B176_94038_26,94038,78,,RUE,GABRIEL PERI,94240,3036,,B,176,26,"90,53",Appartement,90,4,,,
AV68_94041_6,94041,66,,BD,PAUL VAILLANT COUTURIER,94200,3028,,AV,68,6,"55,62",Appartement,55,4,,,
U2_94058_16,94058,72,B,AV,LEDRU ROLLIN,94170,3065,,U,2,16,"49,83",Appartement,51,3,,,
AQ155_94068_109,94068,158,,AV,DU GENERAL LECLERC,94100,3021,,AQ,155,109,"46,96",Appartement,33,3,,,
EY93_94068_23,94068,112,,AV,DU BAC,94210,3020,,EY,93,23,"60,14",Appartement,59,3,,,
AB115_94079_145,94079,4,,RTE,DE BRY,94350,3048,,AB,115,145,"27,86",Appartement,35,2,,,
M65_94080_8,94080,5,,RUE,DES SABOTIERS,94300,3061,,M,65,8,"63,72",Appartement,63,3,,,
R97_94080_111,94080,30,,RUE,FAYS,94300,3061,,R,97,111,"116,3",Appartement,116,4,,,
X180_94080_16,94080,15,,RUE,DES VIGNERONS,94300,3061,,X,180,16,"17,1",Appartement,20,1,,,
AH623_95252_181,95252,6,,RUE,DU PARC,95130,3136,,AH,623,181,"58,99",Appartement,59,3,,,
AO680_95424_48,95424,16,B,RUE,ARISTIDE BRIAND,95370,3156,,AO,680,48,60,Appartement,60,3,,,
BK36_95572_2085,95572,9,,AV,DU GENERAL DE GAULLE,95310,3070,,BK,36,2085,"85,92",Appartement,83,5,,,
BS141_95572_4,95572,8,,BD,DUCHER,95310,3070,,BS,141,4,"65,53",Appartement,65,3,,,
BA165_95607_4,95607,112,,RUE,DE PARIS,95150,3139,,BA,165,4,"16,46",Appartement,19,1,,,
BC186_95607_24,95607,5,,RUE,VICTOR HUGO,95150,3139,,BC,186,24,"40,61",Appartement,41,2,,,
AK151_95612_4,95612,15,,RUE,DE PARIS,95500,3110,,AK,151,4,"44,21",Appartement,50,2,,,
BN81_973304_9,973304,4,,RES,CENTAURE,97310,3181,,BN,81,9,"75,92",Appartement,60,3,,,
AL169_974411_36,974411,6,,RUE,PHILIBERT,97400,3186,,AL,169,36,"14,99",Appartement,15,1,,,
F405_01202_60,01202,369,,AV,CHARLES DE GAULLE,1150,15,,F,405,60,"52,6",Appartement,52,2,,,
AB288_01357_11,01357,77,B,RUE,DU COMMERCE,1130,8,,AB,288,11,42,Appartement,43,2,,,
BR145_01419_38,01419,312,,RUE,DES TERRASSES,1710,25,,BR,145,38,"124,55",Maison,120,5,,,
AD394_04070_41,04070,39,,BD,VICTOR HUGO,4000,81,,AD,394,41,"23,25",Appartement,23,1,,,
AA1_04203_315,04203,7023,,,GRANDE MONTAGNE,4140,96,,AA,1,315,"29,66",Appartement,29,2,,,
EI9_06004_301,06004,741,,CHE,MOYENNES BREGUIERES,6600,204,,EI,9,301,"85,35",Appartement,85,4,,,
AH188_06012_61,06012,2,,BRTL,DU CENTRE,6240,151,,AH,188,61,"27,01",Appartement,27,1,,,
BK26_06018_7,06018,32,,RUE,ST SEBASTIEN,6410,208,,BK,26,7,"29,42",Appartement,27,2,,,
BS319_06029_193,06029,27,B,BD,DE LA FERRAGE,6400,209,,BS,319,193,"47,71",Appartement,47,1,,,
CY11_06029_22,06029,5,,RUE,PHILIBERT DELORME,6400,209,,CY,11,22,"55,77",Appartement,63,2,,,
AE67_06032_120,06032,56,,AV,DU TROIS SEPTEMBRE,6320,170,,AE,67,120,"58,53",Appartement,70,2,,,
AB141_06071_2,06071,5024,,,VILLAGE,6470,178,,AB,141,2,"28,35",Appartement,27,1,,,
KY273_06088_26,06088,40,,BD,VICTOR HUGO,6000,142,,KY,273,26,154,Appartement,130,5,,,
LC218_06088_18,06088,31,,RUE,GIOFFREDO,6000,142,,LC,218,18,"78,01",Appartement,75,3,,,
LT421_06088_236,06088,21,,RUE,DABRAY,6000,142,,LT,421,236,"54,03",Appartement,55,2,,,
MR259_06088_96,06088,3,,BD,DE LA MADELEINE,6000,142,,MR,259,96,"36,54",Appartement,35,1,,,
AE276_06094_86,06094,23,,RTE,DU   LAGAS,6470,164,,AE,276,86,43,Appartement,47,2,,,
BC330_06123_36,06123,341,Z,AV,DES FILAGNES,6700,228,,BC,330,36,"63,66",Appartement,75,3,,,
BE110_06123_18,06123,251,,MTE,DU MOULIN,6700,228,,BE,110,18,"81,13",Maison,81,4,,,
AB64_06157_3,06157,12,,RUE,PLACE VIEILLE,6140,216,,AB,64,3,"31,55",Appartement,31,2,,,
AK122_07010_66,07010,61,,AV,JEAN JAURES,7100,253,,AK,122,66,"98,72",Appartement,96,5,,,
AB430_07102_49,07102,987,,AV,DE LA REPUBLIQUE,7500,252,,AB,430,49,"55,54",Appartement,57,3,,,
AS87_08090_2,08090,8,,RUE,JULES TURQUAIS,8110,263,,AS,87,2,"75,19",Appartement,75,3,,,
BC827_08190_2,08190,17,,RUE,DE LA FAUSSE PORTE,8600,259,,BC,827,2,"8,5",Appartement,10,0,,,
AK787_10333_18,10333,14,,RUE,JULES DIDIER,10120,280,,AK,787,18,"47,32",Appartement,45,2,,,
AL65_10362_6,10362,138,,AV,GEN LECLERC,10300,276,,AL,65,6,"66,31",Appartement,72,3,,,
AH981_11076_3,11076,3,,RUE,SOUMET,11400,291,,AH,981,3,"65,29",Appartement,70,3,,,
DO85_11202_202,11202,39,,RES,LES MAISONS DE LA PLAGE,11370,301,,DO,85,202,"26,31",Maison,28,2,,,
BE362_11262_619,11262,10,,QUAI,D'ALSACE,11100,302,,BE,362,619,"28,45",Appartement,29,1,,,
AA234_11281_2,11281,28,,RUE,DES REMPARTS,11150,292,,AA,234,2,4,Appartement,39,2,,,
AC327_13007_5,13007,35,,RUE,GRANDE,13390,333,,AC,327,5,"31,33",Appartement,40,2,,,
CL104_13028_35,13028,150,,AV,DE LA LIONNE,13600,331,,CL,104,35,"61,93",Appartement,61,3,,,
AE208_13101_20,13101,210,,CHEM,DU COULET,13119,336,,AE,208,20,"65,97",Maison,73,3,,,
810B150_13202_12,13202,40,,RUE,PIERRE ALBRAND,13002,313,810,B,150,12,"49,63",Appartement,51,2,,,
813H144_13203_168,13203,14,,VC,SQ  NATIONAL,13003,318,813,H,144,168,"77,69",Appartement,79,5,,,
818I74_13204_6,13204,26,,BD,GEORGES CLEMENCEAU,13004,314,818,I,74,6,"48,82",Appartement,50,3,,,
824C11_13206_14,13206,58,,CRS,GOUFFE,13006,324,824,C,11,14,"27,56",Appartement,28,2,,,
834A315_13207_1,13207,9,,RUE,MARIUS THOUREY,13007,322,834,A,315,1,"61,71",Appartement,54,3,,,
835B78_13207_6,13207,9,,RUE,DE LA CROIX,13007,322,835,B,78,6,"70,72",Appartement,67,3,,,
835E8_13207_1,13207,6,,RUE,DES LICES,13007,322,835,E,8,1,"33,97",Appartement,37,1,,,
857D1_13210_24,13210,29,,IMP,DES FRENES,13010,321,857,D,1,24,"41,6",Appartement,43,2,,,
860I23_13210_6,13210,31,,RUE,D ORIENT,13010,321,860,I,23,6,"29,81",Appartement,40,2,,,
866L193_13211_1148,13211,546,,BD,MIREILLE LAUZE,13011,345,866,L,193,1148,"53,57",Appartement,53,2,,,
871H130_13211_16,13211,61,,RUE,DE L AUDIENCE,13011,345,871,H,130,16,"38,6",Appartement,40,2,,,
886E56_13213_1,13213,89,,CHE,DES JONQUILLES,13013,342,886,E,56,1,"73,65",Maison,73,4,,,
887B125_13213_253,13213,84,,AV,SAINT JEROME,13013,342,887,B,125,253,"38,99",Appartement,38,1,,,
888B201_13213_103,13213,24,,AV,COROT,13013,342,888,B,201,103,"68,4",Appartement,68,3,,,
888C149_13213_3,13213,92,,RUE,ALPHONSE DAUDET,13013,342,888,C,149,3,"35,8",Appartement,35,1,,,
891H182_13214_11,13214,46,,BD,KRAEMER,13014,319,891,H,182,11,"55,49",Appartement,60,3,,,
894D190_13214_180,13214,37,B,BD,SAINT JEAN DE DIEU,13014,319,894,D,190,180,"50,44",Appartement,49,2,,,
908P339_13216_1,13216,109,,MTE,DU PICHOU,13016,316,908,P,339,1,"46,69",Maison,34,2,,,
AI873_14220_81,14220,6,,RUE,THIERS,14800,371,,AI,873,81,"76,49",Appartement,80,3,,,
AE322_14338_1,14338,21,B,RUE,ARISTIDE RENAULT,14510,372,,AE,322,1,"37,28",Appartement,28,2,,,
AL167_14338_36,14338,9013,,,RTE DE TROUVILLE,14510,372,,AL,167,36,"28,12",Appartement,27,1,,,
AC81_14715_4,14715,77,,RUE,DES BAINS,14360,368,,AC,81,4,"46,64",Appartement,46,2,,,
AZ151_14715_189,14715,32,,RUE,DU MANOIR,14360,368,,AZ,151,189,"35,55",Appartement,35,2,,,
AB37_17300_2,17300,56,,RUE,DES MERCIERS,17000,390,,AB,37,2,"69,8",Appartement,70,3,,,
HE34_17300_58,17300,13,,RUE,ANDRE GABARET,17000,390,,HE,34,58,"35,95",Appartement,36,2,,,
AN372_22113_5013,22113,34,,AV,DU GENERAL DE GAULLE,22300,460,,AN,372,5013,"45,71",Appartement,46,2,,,
38A122_22206_2,22206,28,,PL,DE LA REPUBLIQUE,22170,434,38,A,122,2,"88,68",Appartement,90,3,,,
G1810_22222_10,22222,2,,RUE,DE POULDOURAN,22580,437,,G,1810,10,65,Appartement,67,3,,,
DL161_24037_22,24037,1,,AV,ARISTIDE BRIAND,24100,472,,DL,161,22,"24,78",Appartement,25,1,,,
BK78_24322_7,24322,28,,RUE,TAILLEFER,24000,468,,BK,78,7,"118,32",Appartement,103,6,,,
AP869_24335_16,24335,5001,,RUE,DU MOULIN,33220,473,,AP,869,16,"65,16",Appartement,64,3,,,
AB520_24547_25,24547,14,,RUE,DU DOCTEUR ROUX,24120,476,,AB,520,25,"48,04",Appartement,48,2,,,
EO25_25056_132,25056,3,,AV,DE BOURGOGNE,25000,480,,EO,25,132,"65,14",Appartement,66,3,,,
AD62_25307_24,25307,1,,IMP,DU BELVEDERE,25370,496,,AD,62,24,"42,66",Appartement,42,1,,,
AC86_25411_4,25411,5,,RUE,NEUVE,25500,495,,AC,86,4,"54,24",Appartement,65,3,,,
AB740_26057_11,26057,6,,RUE,ANDREVON,26300,517,,AB,740,11,"66,67",Appartement,65,3,,,
CN356_26281_1,26281,10,,RUE,DE GILLIER,26100,512,,CN,356,1,"97,65",Maison,80,4,,,
BK696_26362_1,26362,11,,RUE,DU REFUGE,26000,513,,BK,696,1,"51,75",Appartement,52,2,,,
BL208_26362_20,26362,40,,RUE,DES FRERES MONTGOLFIER,26000,513,,BL,208,20,"70,91",Appartement,76,4,,,
BP63_28085_166,28085,2,,RUE,DU GEN CHARLES DELESTRAINT,28000,564,,BP,63,166,"68,32",Appartement,68,3,,,
CW62_28085_123,28085,13,,RUE,MAXIMILIEN RINGELMANN,28000,564,,CW,62,123,"72,55",Maison,74,3,,,
AB178_29233_28,29233,17,,IMP,ANDRE EVEN,29300,597,,AB,178,28,"48,96",Appartement,52,3,,,
A2489_2A130_50,2A130,5401,,VGE,DE TERRA BELLA,20166,626,,A,2489,50,"32,51",Appartement,34,2,,,
A306_2A249_13,2A249,29,,RUE,DU 9 SEPTEMBRE,20110,617,,A,306,13,"47,05",Appartement,47,3,,,
C1434_2A271_28,2A271,,,,EFFRICO,20167,629,,C,1434,28,"7,35",Appartement,52,2,,,
C1904_2A271_1,2A271,5426,,RES,DU PARC 4,20167,629,,C,1904,1,"45,98",Appartement,46,2,,,
G1859_2A362_29,2A362,5924,,,GIANZERRA,20144,620,,G,1859,29,"27,73",Appartement,20,1,,,
BS138_31113_10,31113,101,,AV,DU LAURAGAIS,31320,760,,BS,138,10,"43,31",Appartement,42,2,,,
AD433_31451_30,31451,53,,AV,DE SOREZE,31250,764,,AD,433,30,"18,8",Appartement,20,1,,,
BI91_33005_24,33005,50,,BD,DE LA PLAGE,33510,817,,BI,91,24,"24,27",Appartement,24,1,,,
AE1065_33009_32,33009,37,,AV,GENERAL DE GAULLE,33120,809,,AE,1065,32,"38,95",Appartement,39,2,,,
AN320_33009_13,33009,57,,RUE,DUCHENNE,33120,809,,AN,320,13,"32,35",Appartement,34,1,,,
BA63_33011_32,33011,1,,AV,DU PORT,33740,829,,BA,63,32,"42,66",Appartement,43,2,,,
AN77_33063_70,33063,236,,AV,THIERS,33100,818,,AN,77,70,"65,24",Appartement,65,3,,,
CU60_33063_3,33063,7,,RUE,AMBROISE,33800,796,,CU,60,3,"160,44",Appartement,136,4,,,
DK171_33063_185,33063,3,,RUE,ANCIENS COMBATTANT AFRIQUE,33800,796,,DK,171,185,"69,83",Appartement,69,3,,,
EL31_33063_23,33063,20,,RUE,PIERRE CURIE,33800,796,,EL,31,23,"42,18",Appartement,40,2,,,
KV237_33063_16,33063,44,,RUE,RODRIGUE PEREIRE,33000,783,,KV,237,16,"68,07",Appartement,70,3,,,
PE29_33063_3,33063,6,,RUE,DE LA VILLE MIRMONT,33000,783,,PE,29,3,"46,2",Appartement,47,3,,,
TC96_33063_609,33063,28,,AV,ANDRE REINSON,33300,784,,TC,96,609,"64,5",Appartement,64,3,,,
BC69_33075_13,33075,145,,AV,CHARLES DE GAULLE,33520,785,,BC,69,13,"57,64",Appartement,57,3,,,
